STATION,NAME,DATE,TAVG,TMAX,TMIN
TZ000063862,"DODOMA, TZ",2020-08-08,70,80,60
TZ000063862,"DODOMA, TZ",2020-08-09,69,81,57
TZ000063862,"DODOMA, TZ",2020-08-10,69,84,59
TZ000063862,"DODOMA, TZ",2020-08-11,71,83,
TZ000063862,"DODOMA, TZ",2020-08-12,71,,
TZ000063862,"DODOMA, TZ",2020-08-13,71,82,61
TZ000063862,"DODOMA, TZ",2020-08-14,72,83,
TZ000063862,"DODOMA, TZ",2020-08-15,70,82,60
TZ000063862,"DODOMA, TZ",2020-08-16,71,,
TZ000063862,"DODOMA, TZ",2020-08-17,72,84,61
TZ000063862,"DODOMA, TZ",2020-08-18,73,84,
TZ000063862,"DODOMA, TZ",2020-08-19,73,86,62
TZ000063862,"DODOMA, TZ",2020-08-20,71,81,
TZ000063862,"DODOMA, TZ",2020-08-21,70,81,63
TZ000063862,"DODOMA, TZ",2020-08-22,70,81,
TZ000063862,"DODOMA, TZ",2020-08-23,70,,60
TZ000063862,"DODOMA, TZ",2020-08-24,70,83,
TZ000063862,"DODOMA, TZ",2020-08-25,70,86,
TZ000063862,"DODOMA, TZ",2020-08-26,71,86,
TZ000063862,"DODOMA, TZ",2020-08-27,71,,63
TZ000063862,"DODOMA, TZ",2020-08-28,72,,
TZ000063862,"DODOMA, TZ",2020-08-29,71,85,61
TZ000063862,"DODOMA, TZ",2020-08-30,71,,
TZ000063862,"DODOMA, TZ",2020-08-31,71,85,
TZ000063862,"DODOMA, TZ",2020-09-01,70,84,59
TZ000063862,"DODOMA, TZ",2020-09-02,71,83,
TZ000063862,"DODOMA, TZ",2020-09-03,72,,60
TZ000063862,"DODOMA, TZ",2020-09-04,72,85,60
TZ000063862,"DODOMA, TZ",2020-09-05,71,,62
TZ000063862,"DODOMA, TZ",2020-09-06,71,81,
TZ000063862,"DODOMA, TZ",2020-09-07,69,,
TZ000063862,"DODOMA, TZ",2020-09-08,70,79,61
TZ000063862,"DODOMA, TZ",2020-09-09,67,81,
TZ000063862,"DODOMA, TZ",2020-09-10,76,83,61
TZ000063862,"DODOMA, TZ",2020-09-11,73,84,62
TZ000063862,"DODOMA, TZ",2020-09-12,73,86,
TZ000063862,"DODOMA, TZ",2020-09-13,74,86,
TZ000063862,"DODOMA, TZ",2020-09-14,74,89,
TZ000063862,"DODOMA, TZ",2020-09-15,73,86,
TZ000063862,"DODOMA, TZ",2020-09-16,74,88,
TZ000063862,"DODOMA, TZ",2020-09-17,73,87,
TZ000063862,"DODOMA, TZ",2020-09-18,72,,
TZ000063862,"DODOMA, TZ",2020-09-19,74,,62
TZ000063862,"DODOMA, TZ",2020-09-20,73,86,
TZ000063862,"DODOMA, TZ",2020-09-21,73,,63
TZ000063862,"DODOMA, TZ",2020-09-22,73,85,62
TZ000063862,"DODOMA, TZ",2020-09-23,73,,62
TZ000063862,"DODOMA, TZ",2020-09-24,73,85,
TZ000063862,"DODOMA, TZ",2020-09-25,74,87,63
TZ000063862,"DODOMA, TZ",2020-09-26,75,,63
TZ000063862,"DODOMA, TZ",2020-09-27,76,90,
TZ000063862,"DODOMA, TZ",2020-09-28,73,85,65
TZ000063862,"DODOMA, TZ",2020-09-29,74,87,65
TZ000063862,"DODOMA, TZ",2020-09-30,74,87,64
TZ000063862,"DODOMA, TZ",2020-10-01,74,,
TZ000063862,"DODOMA, TZ",2020-10-02,75,88,
TZ000063862,"DODOMA, TZ",2020-10-03,75,89,
TZ000063862,"DODOMA, TZ",2020-10-04,76,91,
TZ000063862,"DODOMA, TZ",2020-10-05,78,,
TZ000063862,"DODOMA, TZ",2020-10-06,80,93,
TZ000063862,"DODOMA, TZ",2020-10-07,77,91,65
TZ000063862,"DODOMA, TZ",2020-10-08,77,91,64
TZ000063862,"DODOMA, TZ",2020-10-09,77,92,63
TZ000063862,"DODOMA, TZ",2020-10-10,79,,66
TZ000063862,"DODOMA, TZ",2020-10-11,79,93,67
TZ000063862,"DODOMA, TZ",2020-10-12,78,92,
TZ000063862,"DODOMA, TZ",2020-10-13,74,,
TZ000063862,"DODOMA, TZ",2020-10-14,76,87,63
TZ000063862,"DODOMA, TZ",2020-10-15,72,79,
TZ000063862,"DODOMA, TZ",2020-10-16,74,87,64
TZ000063862,"DODOMA, TZ",2020-10-17,74,86,64
TZ000063862,"DODOMA, TZ",2020-10-18,75,88,64
TZ000063862,"DODOMA, TZ",2020-10-19,76,88,64
TZ000063862,"DODOMA, TZ",2020-10-20,76,89,65
TZ000063862,"DODOMA, TZ",2020-10-21,76,89,65
TZ000063862,"DODOMA, TZ",2020-10-22,76,89,65
TZ000063862,"DODOMA, TZ",2020-10-23,77,90,66
TZ000063862,"DODOMA, TZ",2020-10-24,77,90,66
TZ000063862,"DODOMA, TZ",2020-10-25,76,,
TZ000063862,"DODOMA, TZ",2020-10-26,76,88,
TZ000063862,"DODOMA, TZ",2020-10-27,76,89,66
TZ000063862,"DODOMA, TZ",2020-10-28,75,,
TZ000063862,"DODOMA, TZ",2020-10-29,74,86,
TZ000063862,"DODOMA, TZ",2020-10-30,75,86,
TZ000063862,"DODOMA, TZ",2020-10-31,75,88,65
TZ000063862,"DODOMA, TZ",2020-11-01,75,,
TZ000063862,"DODOMA, TZ",2020-11-02,75,86,66
TZ000063862,"DODOMA, TZ",2020-11-03,76,87,64
TZ000063862,"DODOMA, TZ",2020-11-04,75,87,65
TZ000063862,"DODOMA, TZ",2020-11-05,75,88,65
TZ000063862,"DODOMA, TZ",2020-11-06,76,89,
TZ000063862,"DODOMA, TZ",2020-11-07,77,92,65
TZ000063862,"DODOMA, TZ",2020-11-08,76,88,68
TZ000063862,"DODOMA, TZ",2020-11-09,75,87,
TZ000063862,"DODOMA, TZ",2020-11-10,74,85,
TZ000063862,"DODOMA, TZ",2020-11-11,72,87,
TZ000063862,"DODOMA, TZ",2020-11-12,71,87,67
TZ000063862,"DODOMA, TZ",2020-11-13,76,86,67
TZ000063862,"DODOMA, TZ",2020-11-14,76,85,69
TZ000063862,"DODOMA, TZ",2020-11-15,74,88,
TZ000063862,"DODOMA, TZ",2020-11-16,71,,63
TZ000063862,"DODOMA, TZ",2020-11-17,74,85,68
TZ000063862,"DODOMA, TZ",2020-11-18,70,,
TZ000063862,"DODOMA, TZ",2020-11-19,76,,66
TZ000063862,"DODOMA, TZ",2020-11-20,78,90,68
TZ000063862,"DODOMA, TZ",2020-11-21,78,,
TZ000063862,"DODOMA, TZ",2020-11-22,78,88,
TZ000063862,"DODOMA, TZ",2020-11-23,78,89,
TZ000063862,"DODOMA, TZ",2020-11-24,77,89,68
TZ000063862,"DODOMA, TZ",2020-11-25,77,90,67
TZ000063862,"DODOMA, TZ",2020-11-26,78,90,
TZ000063862,"DODOMA, TZ",2020-11-27,78,90,
TZ000063862,"DODOMA, TZ",2020-11-28,78,89,67
TZ000063862,"DODOMA, TZ",2020-11-29,76,89,67
TZ000063862,"DODOMA, TZ",2020-11-30,77,90,69
TZ000063862,"DODOMA, TZ",2020-12-01,74,85,67
TZ000063862,"DODOMA, TZ",2020-12-02,74,,68
TZ000063862,"DODOMA, TZ",2020-12-03,71,81,
TZ000063862,"DODOMA, TZ",2020-12-04,75,85,66
TZ000063862,"DODOMA, TZ",2020-12-05,77,88,68
TZ000063862,"DODOMA, TZ",2020-12-06,78,90,
TZ000063862,"DODOMA, TZ",2020-12-07,77,,67
TZ000063862,"DODOMA, TZ",2020-12-08,76,,67
TZ000063862,"DODOMA, TZ",2020-12-09,77,,68
TZ000063862,"DODOMA, TZ",2020-12-10,78,,67
TZ000063862,"DODOMA, TZ",2020-12-11,75,88,
TZ000063862,"DODOMA, TZ",2020-12-12,75,,65
TZ000063862,"DODOMA, TZ",2020-12-13,75,,67
TZ000063862,"DODOMA, TZ",2020-12-14,78,88,
TZ000063862,"DODOMA, TZ",2020-12-15,78,89,68
TZ000063862,"DODOMA, TZ",2020-12-16,78,89,
TZ000063862,"DODOMA, TZ",2020-12-17,76,86,68
TZ000063862,"DODOMA, TZ",2020-12-18,78,88,67
TZ000063862,"DODOMA, TZ",2020-12-19,76,89,68
TZ000063862,"DODOMA, TZ",2020-12-20,75,87,
TZ000063862,"DODOMA, TZ",2020-12-21,77,88,69
TZ000063862,"DODOMA, TZ",2020-12-22,78,89,69
TZ000063862,"DODOMA, TZ",2020-12-23,77,,
TZ000063862,"DODOMA, TZ",2020-12-24,76,90,
TZ000063862,"DODOMA, TZ",2020-12-25,73,,63
TZ000063862,"DODOMA, TZ",2020-12-26,72,81,64
TZ000063862,"DODOMA, TZ",2020-12-27,72,78,67
TZ000063862,"DODOMA, TZ",2020-12-28,74,85,
TZ000063862,"DODOMA, TZ",2020-12-29,76,86,66
TZ000063862,"DODOMA, TZ",2020-12-30,77,86,
TZ000063862,"DODOMA, TZ",2020-12-31,73,80,
TZ000063862,"DODOMA, TZ",2021-01-01,72,82,67
TZ000063862,"DODOMA, TZ",2021-01-02,72,80,
TZ000063862,"DODOMA, TZ",2021-01-03,69,74,66
TZ000063862,"DODOMA, TZ",2021-01-04,73,83,66
TZ000063862,"DODOMA, TZ",2021-01-05,74,83,66
TZ000063862,"DODOMA, TZ",2021-01-06,73,,65
TZ000063862,"DODOMA, TZ",2021-01-07,76,,67
TZ000063862,"DODOMA, TZ",2021-01-08,75,,
TZ000063862,"DODOMA, TZ",2021-01-09,69,76,65
TZ000063862,"DODOMA, TZ",2021-01-10,70,79,
TZ000063862,"DODOMA, TZ",2021-01-11,72,,65
TZ000063862,"DODOMA, TZ",2021-01-12,69,76,64
TZ000063862,"DODOMA, TZ",2021-01-13,73,85,65
TZ000063862,"DODOMA, TZ",2021-01-14,74,84,
TZ000063862,"DODOMA, TZ",2021-01-15,76,86,67
TZ000063862,"DODOMA, TZ",2021-01-16,74,84,66
TZ000063862,"DODOMA, TZ",2021-01-17,75,85,68
TZ000063862,"DODOMA, TZ",2021-01-18,74,84,66
TZ000063862,"DODOMA, TZ",2021-01-19,75,82,69
TZ000063862,"DODOMA, TZ",2021-01-20,73,84,66
TZ000063862,"DODOMA, TZ",2021-01-21,70,,
TZ000063862,"DODOMA, TZ",2021-01-22,73,85,65
TZ000063862,"DODOMA, TZ",2021-01-23,74,85,
TZ000063862,"DODOMA, TZ",2021-01-24,76,85,67
TZ000063862,"DODOMA, TZ",2021-01-25,73,84,66
TZ000063862,"DODOMA, TZ",2021-01-26,74,85,
TZ000063862,"DODOMA, TZ",2021-01-27,77,88,68
TZ000063862,"DODOMA, TZ",2021-01-28,77,86,
TZ000063862,"DODOMA, TZ",2021-01-29,74,87,67
TZ000063862,"DODOMA, TZ",2021-01-30,73,83,68
TZ000063862,"DODOMA, TZ",2021-01-31,75,87,65
TZ000063862,"DODOMA, TZ",2021-02-01,75,86,
TZ000063862,"DODOMA, TZ",2021-02-02,77,87,66
TZ000063862,"DODOMA, TZ",2021-02-03,75,87,
TZ000063862,"DODOMA, TZ",2021-02-04,74,86,66
TZ000063862,"DODOMA, TZ",2021-02-05,76,87,68
TZ000063862,"DODOMA, TZ",2021-02-06,77,86,
TZ000063862,"DODOMA, TZ",2021-02-07,74,85,
TZ000063862,"DODOMA, TZ",2021-02-08,71,,67
TZ000063862,"DODOMA, TZ",2021-02-09,72,81,
TZ000063862,"DODOMA, TZ",2021-02-10,73,,67
TZ000063862,"DODOMA, TZ",2021-02-13,73,,
TZ000063862,"DODOMA, TZ",2021-02-14,71,,65
TZ000063862,"DODOMA, TZ",2021-02-15,74,87,66
TZ000063862,"DODOMA, TZ",2021-02-16,75,85,69
TZ000063862,"DODOMA, TZ",2021-02-17,77,88,67
TZ000063862,"DODOMA, TZ",2021-02-18,76,,67
TZ000063862,"DODOMA, TZ",2021-02-19,72,,
TZ000063862,"DODOMA, TZ",2021-02-22,72,81,66
TZ000063862,"DODOMA, TZ",2021-02-23,73,81,67
TZ000063862,"DODOMA, TZ",2021-02-24,71,76,
TZ000063862,"DODOMA, TZ",2021-02-25,74,87,63
TZ000063862,"DODOMA, TZ",2021-02-26,76,89,68
TZ000063862,"DODOMA, TZ",2021-02-27,73,82,
TZ000063862,"DODOMA, TZ",2021-02-28,76,88,66
TZ000063862,"DODOMA, TZ",2021-03-01,71,,
TZ000063862,"DODOMA, TZ",2021-03-02,75,,64
TZ000063862,"DODOMA, TZ",2021-03-03,76,86,
TZ000063862,"DODOMA, TZ",2021-03-04,69,90,65
TZ000063862,"DODOMA, TZ",2021-03-05,72,,65
TZ000063862,"DODOMA, TZ",2021-03-06,73,83,
TZ000063862,"DODOMA, TZ",2021-03-07,76,85,66
TZ000063862,"DODOMA, TZ",2021-03-08,69,73,
TZ000063862,"DODOMA, TZ",2021-03-09,72,83,
TZ000063862,"DODOMA, TZ",2021-03-10,74,85,
TZ000063862,"DODOMA, TZ",2021-03-11,75,86,67
TZ000063862,"DODOMA, TZ",2021-03-12,76,,67
TZ000063862,"DODOMA, TZ",2021-03-13,77,85,65
TZ000063862,"DODOMA, TZ",2021-03-14,74,85,
TZ000063862,"DODOMA, TZ",2021-03-15,74,84,64
TZ000063862,"DODOMA, TZ",2021-03-16,75,85,65
TZ000063862,"DODOMA, TZ",2021-03-17,75,85,66
TZ000063862,"DODOMA, TZ",2021-03-18,73,84,
TZ000063862,"DODOMA, TZ",2021-03-19,74,85,
TZ000063862,"DODOMA, TZ",2021-03-20,75,86,
TZ000063862,"DODOMA, TZ",2021-03-21,75,85,67
TZ000063862,"DODOMA, TZ",2021-03-22,76,87,68
TZ000063862,"DODOMA, TZ",2021-03-23,75,84,67
TZ000063862,"DODOMA, TZ",2021-03-24,75,87,67
TZ000063862,"DODOMA, TZ",2021-03-25,74,86,66
TZ000063862,"DODOMA, TZ",2021-03-26,73,84,64
TZ000063862,"DODOMA, TZ",2021-03-27,70,83,
TZ000063862,"DODOMA, TZ",2021-03-28,73,83,
TZ000063862,"DODOMA, TZ",2021-03-29,74,83,
TZ000063862,"DODOMA, TZ",2021-03-30,74,83,66
TZ000063862,"DODOMA, TZ",2021-03-31,73,,
TZ000063862,"DODOMA, TZ",2021-04-01,73,83,66
TZ000063862,"DODOMA, TZ",2021-04-02,73,82,66
TZ000063862,"DODOMA, TZ",2021-04-03,73,83,66
TZ000063862,"DODOMA, TZ",2021-04-04,73,84,65
TZ000063862,"DODOMA, TZ",2021-04-05,74,83,
TZ000063862,"DODOMA, TZ",2021-04-06,74,86,
TZ000063862,"DODOMA, TZ",2021-04-07,73,,67
TZ000063862,"DODOMA, TZ",2021-04-08,72,,66
TZ000063862,"DODOMA, TZ",2021-04-09,74,85,
TZ000063862,"DODOMA, TZ",2021-04-10,74,86,
TZ000063862,"DODOMA, TZ",2021-04-11,73,87,65
TZ000063862,"DODOMA, TZ",2021-04-12,74,87,65
TZ000063862,"DODOMA, TZ",2021-04-13,71,,
TZ000063862,"DODOMA, TZ",2021-04-14,73,87,66
TZ000063862,"DODOMA, TZ",2021-04-15,72,86,66
TZ000063862,"DODOMA, TZ",2021-04-16,74,87,
TZ000063862,"DODOMA, TZ",2021-04-17,74,85,
TZ000063862,"DODOMA, TZ",2021-04-18,73,81,
TZ000063862,"DODOMA, TZ",2021-04-19,71,81,64
TZ000063862,"DODOMA, TZ",2021-04-20,71,,
TZ000063862,"DODOMA, TZ",2021-04-21,72,83,64
TZ000063862,"DODOMA, TZ",2021-04-22,73,85,
TZ000063862,"DODOMA, TZ",2021-04-23,74,86,
TZ000063862,"DODOMA, TZ",2021-04-24,75,,
TZ000063862,"DODOMA, TZ",2021-04-25,72,81,
TZ000063862,"DODOMA, TZ",2021-04-26,73,84,
TZ000063862,"DODOMA, TZ",2021-04-27,74,84,
TZ000063862,"DODOMA, TZ",2021-04-28,73,83,66
TZ000063862,"DODOMA, TZ",2021-04-29,74,83,66
TZ000063862,"DODOMA, TZ",2021-04-30,71,81,
TZ000063862,"DODOMA, TZ",2021-05-01,74,85,66
TZ000063862,"DODOMA, TZ",2021-05-02,74,85,
TZ000063862,"DODOMA, TZ",2021-05-03,73,,
TZ000063862,"DODOMA, TZ",2021-05-04,71,79,64
TZ000063862,"DODOMA, TZ",2021-05-05,72,83,
TZ000063862,"DODOMA, TZ",2021-05-06,70,81,63
TZ000063862,"DODOMA, TZ",2021-05-07,73,85,
TZ000063862,"DODOMA, TZ",2021-05-08,75,85,64
TZ000063862,"DODOMA, TZ",2021-05-09,75,,
TZ000063862,"DODOMA, TZ",2021-05-10,73,,
TZ000063862,"DODOMA, TZ",2021-05-11,71,81,63
TZ000063862,"DODOMA, TZ",2021-05-12,71,83,
TZ000063862,"DODOMA, TZ",2021-05-13,72,83,
TZ000063862,"DODOMA, TZ",2021-05-14,70,81,
TZ000063862,"DODOMA, TZ",2021-05-15,72,84,
TZ000063862,"DODOMA, TZ",2021-05-16,73,85,
TZ000063862,"DODOMA, TZ",2021-05-17,73,83,63
TZ000063862,"DODOMA, TZ",2021-05-18,71,83,
TZ000063862,"DODOMA, TZ",2021-05-19,71,92,66
TZ000063862,"DODOMA, TZ",2021-05-20,70,92,64
TZ000063862,"DODOMA, TZ",2021-05-21,70,,
TZ000063862,"DODOMA, TZ",2021-05-22,68,82,61
TZ000063862,"DODOMA, TZ",2021-05-23,71,81,62
TZ000063862,"DODOMA, TZ",2021-05-24,69,81,
TZ000063862,"DODOMA, TZ",2021-05-25,69,81,60
TZ000063862,"DODOMA, TZ",2021-05-26,69,,60
TZ000063862,"DODOMA, TZ",2021-05-27,71,81,
TZ000063862,"DODOMA, TZ",2021-05-28,69,80,61
TZ000063862,"DODOMA, TZ",2021-05-29,71,81,
TZ000063862,"DODOMA, TZ",2021-05-30,71,83,60
TZ000063862,"DODOMA, TZ",2021-05-31,70,89,
TZ000063862,"DODOMA, TZ",2021-06-01,70,81,61
TZ000063862,"DODOMA, TZ",2021-06-02,69,81,
TZ000063862,"DODOMA, TZ",2021-06-03,71,84,
TZ000063862,"DODOMA, TZ",2021-06-04,72,82,63
TZ000063862,"DODOMA, TZ",2021-06-05,71,82,
TZ000063862,"DODOMA, TZ",2021-06-06,70,77,
TZ000063862,"DODOMA, TZ",2021-06-07,68,79,
TZ000063862,"DODOMA, TZ",2021-06-08,72,79,
TZ000063862,"DODOMA, TZ",2021-06-09,70,,61
TZ000063862,"DODOMA, TZ",2021-06-10,70,80,
TZ000063862,"DODOMA, TZ",2021-06-11,70,85,
TZ000063862,"DODOMA, TZ",2021-06-12,67,,59
TZ000063862,"DODOMA, TZ",2021-06-13,69,79,
TZ000063862,"DODOMA, TZ",2021-06-14,69,81,59
TZ000063862,"DODOMA, TZ",2021-06-15,69,83,58
TZ000063862,"DODOMA, TZ",2021-06-16,69,81,58
TZ000063862,"DODOMA, TZ",2021-06-17,68,81,57
TZ000063862,"DODOMA, TZ",2021-06-18,69,81,60
TZ000063862,"DODOMA, TZ",2021-06-19,68,,
TZ000063862,"DODOMA, TZ",2021-06-20,68,77,
TZ000063862,"DODOMA, TZ",2021-06-21,67,78,
TZ000063862,"DODOMA, TZ",2021-06-22,69,78,
TZ000063862,"DODOMA, TZ",2021-06-23,68,80,61
TZ000063862,"DODOMA, TZ",2021-06-24,68,,59
TZ000063862,"DODOMA, TZ",2021-06-25,68,80,59
TZ000063862,"DODOMA, TZ",2021-06-26,69,,58
TZ000063862,"DODOMA, TZ",2021-06-27,68,,58
TZ000063862,"DODOMA, TZ",2021-06-28,67,77,
TZ000063862,"DODOMA, TZ",2021-06-29,69,,60
TZ000063862,"DODOMA, TZ",2021-06-30,70,,
TZ000063862,"DODOMA, TZ",2021-07-01,70,,59
TZ000063862,"DODOMA, TZ",2021-07-02,71,,60
TZ000063862,"DODOMA, TZ",2021-07-03,68,,
TZ000063862,"DODOMA, TZ",2021-07-04,68,79,55
TZ000063862,"DODOMA, TZ",2021-07-05,69,79,
TZ000063862,"DODOMA, TZ",2021-07-06,69,79,
TZ000063862,"DODOMA, TZ",2021-07-07,68,,
TZ000063862,"DODOMA, TZ",2021-07-08,66,76,
TZ000063862,"DODOMA, TZ",2021-07-09,67,78,
TZ000063862,"DODOMA, TZ",2021-07-10,68,,58
TZ000063862,"DODOMA, TZ",2021-07-11,68,,59
TZ000063862,"DODOMA, TZ",2021-07-12,68,80,60
TZ000063862,"DODOMA, TZ",2021-07-13,70,80,61
TZ000063862,"DODOMA, TZ",2021-07-14,70,80,
TZ000063862,"DODOMA, TZ",2021-07-15,69,76,
TZ000063862,"DODOMA, TZ",2021-07-16,68,,
TZ000063862,"DODOMA, TZ",2021-07-17,69,78,57
TZ000063862,"DODOMA, TZ",2021-07-18,69,80,56
TZ000063862,"DODOMA, TZ",2021-07-19,66,80,58
TZ000063862,"DODOMA, TZ",2021-07-20,69,82,58
TZ000063862,"DODOMA, TZ",2021-07-21,70,79,
TZ000063862,"DODOMA, TZ",2021-07-22,70,81,
TZ000063862,"DODOMA, TZ",2021-07-23,69,79,
TZ000063862,"DODOMA, TZ",2021-07-24,68,79,59
TZ000063862,"DODOMA, TZ",2021-07-25,65,75,58
TZ000063862,"DODOMA, TZ",2021-07-26,66,76,52
TZ000063862,"DODOMA, TZ",2021-07-27,68,79,
TZ000063862,"DODOMA, TZ",2021-07-28,67,78,56
TZ000063862,"DODOMA, TZ",2021-07-29,68,78,56
TZ000063862,"DODOMA, TZ",2021-07-30,67,78,58
TZ000063862,"DODOMA, TZ",2021-07-31,67,77,
TZ000063862,"DODOMA, TZ",2021-08-01,67,81,58
TZ000063862,"DODOMA, TZ",2021-08-02,68,,58
TZ000063862,"DODOMA, TZ",2021-08-03,69,81,
TZ000063862,"DODOMA, TZ",2021-08-04,67,77,
TZ000063862,"DODOMA, TZ",2021-08-05,68,80,
TZ000063862,"DODOMA, TZ",2021-08-06,70,81,60
TZ000063862,"DODOMA, TZ",2021-08-07,69,79,
TZ000063862,"DODOMA, TZ",2021-08-08,71,,
TZ000063862,"DODOMA, TZ",2021-08-09,71,83,59
TZ000063862,"DODOMA, TZ",2021-08-10,71,83,
TZ000063862,"DODOMA, TZ",2021-08-11,68,80,
TZ000063862,"DODOMA, TZ",2021-08-12,68,79,
TZ000063862,"DODOMA, TZ",2021-08-13,68,81,59
TZ000063862,"DODOMA, TZ",2021-08-14,71,81,
TZ000063862,"DODOMA, TZ",2021-08-15,71,,
TZ000063862,"DODOMA, TZ",2021-08-16,70,,
TZ000063862,"DODOMA, TZ",2021-08-17,70,,61
TZ000063862,"DODOMA, TZ",2021-08-18,69,80,
TZ000063862,"DODOMA, TZ",2021-08-19,72,,
TZ000063862,"DODOMA, TZ",2021-08-20,72,,61
TZ000063862,"DODOMA, TZ",2021-08-21,71,,
TZ000063862,"DODOMA, TZ",2021-08-22,72,86,
TZ000063862,"DODOMA, TZ",2021-08-23,72,84,62
TZ000063862,"DODOMA, TZ",2021-08-24,69,,
TZ000063862,"DODOMA, TZ",2021-08-25,72,82,
TZ000063862,"DODOMA, TZ",2021-08-26,71,,59
TZ000063862,"DODOMA, TZ",2021-08-27,74,85,58
TZ000063862,"DODOMA, TZ",2021-08-28,72,89,61
TZ000063862,"DODOMA, TZ",2021-08-29,75,88,62
TZ000063862,"DODOMA, TZ",2021-08-30,73,85,63
TZ000063862,"DODOMA, TZ",2021-08-31,74,,62
TZ000063862,"DODOMA, TZ",2021-09-01,72,83,62
TZ000063862,"DODOMA, TZ",2021-09-02,72,83,
TZ000063862,"DODOMA, TZ",2021-09-03,71,82,61
TZ000063862,"DODOMA, TZ",2021-09-04,72,,
TZ000063862,"DODOMA, TZ",2021-09-05,72,82,60
TZ000063862,"DODOMA, TZ",2021-09-06,70,83,62
TZ000063862,"DODOMA, TZ",2021-09-07,71,,
TZ000063862,"DODOMA, TZ",2021-09-08,72,82,
TZ000063862,"DODOMA, TZ",2021-09-09,74,82,64
TZ000063862,"DODOMA, TZ",2021-09-10,72,83,62
TZ000063862,"DODOMA, TZ",2021-09-11,71,80,
TZ000063862,"DODOMA, TZ",2021-09-12,72,83,60
TZ000063862,"DODOMA, TZ",2021-09-13,72,,
TZ000063862,"DODOMA, TZ",2021-09-14,72,83,
TZ000063862,"DODOMA, TZ",2021-09-15,70,,62
TZ000063862,"DODOMA, TZ",2021-09-16,70,83,
TZ000063862,"DODOMA, TZ",2021-09-17,74,,
TZ000063862,"DODOMA, TZ",2021-09-18,74,,63
TZ000063862,"DODOMA, TZ",2021-09-19,73,87,
TZ000063862,"DODOMA, TZ",2021-09-20,72,86,62
TZ000063862,"DODOMA, TZ",2021-09-21,73,83,
TZ000063862,"DODOMA, TZ",2021-09-22,74,84,
TZ000063862,"DODOMA, TZ",2021-09-23,73,83,
TZ000063862,"DODOMA, TZ",2021-09-24,69,84,
TZ000063862,"DODOMA, TZ",2021-09-25,71,,62
TZ000063862,"DODOMA, TZ",2021-09-26,75,,62
TZ000063862,"DODOMA, TZ",2021-09-27,74,87,62
TZ000063862,"DODOMA, TZ",2021-09-28,76,88,
TZ000063862,"DODOMA, TZ",2021-09-29,75,87,
TZ000063862,"DODOMA, TZ",2021-09-30,75,86,64
TZ000063862,"DODOMA, TZ",2021-10-01,74,86,
TZ000063862,"DODOMA, TZ",2021-10-02,73,88,62
TZ000063862,"DODOMA, TZ",2021-10-03,76,89,63
TZ000063862,"DODOMA, TZ",2021-10-04,74,88,
TZ000063862,"DODOMA, TZ",2021-10-05,74,87,64
TZ000063862,"DODOMA, TZ",2021-10-06,75,88,62
TZ000063862,"DODOMA, TZ",2021-10-07,77,91,63
TZ000063862,"DODOMA, TZ",2021-10-08,75,,65
TZ000063862,"DODOMA, TZ",2021-10-09,76,,
TZ000063862,"DODOMA, TZ",2021-10-10,71,,64
TZ000063862,"DODOMA, TZ",2021-10-11,73,85,63
TZ000063862,"DODOMA, TZ",2021-10-12,75,,63
TZ000063862,"DODOMA, TZ",2021-10-13,72,84,64
TZ000063862,"DODOMA, TZ",2021-10-14,76,87,65
TZ000063862,"DODOMA, TZ",2021-10-15,74,88,65
TZ000063862,"DODOMA, TZ",2021-10-16,76,89,
TZ000063862,"DODOMA, TZ",2021-10-17,76,89,
TZ000063862,"DODOMA, TZ",2021-10-18,74,84,65
TZ000063862,"DODOMA, TZ",2021-10-19,73,85,65
TZ000063862,"DODOMA, TZ",2021-10-20,75,,
TZ000063862,"DODOMA, TZ",2021-10-21,76,86,
TZ000063862,"DODOMA, TZ",2021-10-22,75,89,64
TZ000063862,"DODOMA, TZ",2021-10-23,78,92,65
TZ000063862,"DODOMA, TZ",2021-10-24,80,,67
TZ000063862,"DODOMA, TZ",2021-10-25,78,91,67
TZ000063862,"DODOMA, TZ",2021-10-26,76,87,66
TZ000063862,"DODOMA, TZ",2021-10-27,75,86,66
TZ000063862,"DODOMA, TZ",2021-10-28,76,88,63
TZ000063862,"DODOMA, TZ",2021-10-29,76,90,66
TZ000063862,"DODOMA, TZ",2021-10-30,78,90,66
TZ000063862,"DODOMA, TZ",2021-10-31,78,92,67
TZ000063862,"DODOMA, TZ",2021-11-01,78,,67
TZ000063862,"DODOMA, TZ",2021-11-02,70,,
TZ000063862,"DODOMA, TZ",2021-11-03,81,,
TZ000063862,"DODOMA, TZ",2021-11-04,79,,69
TZ000063862,"DODOMA, TZ",2021-11-05,78,90,
TZ000063862,"DODOMA, TZ",2021-11-06,78,,65
TZ000063862,"DODOMA, TZ",2021-11-07,78,92,66
TZ000063862,"DODOMA, TZ",2021-11-08,80,,
TZ000063862,"DODOMA, TZ",2021-11-09,79,91,65
TZ000063862,"DODOMA, TZ",2021-11-10,78,92,66
TZ000063862,"DODOMA, TZ",2021-11-11,77,92,66
TZ000063862,"DODOMA, TZ",2021-11-12,78,92,67
TZ000063862,"DODOMA, TZ",2021-11-13,78,92,67
TZ000063862,"DODOMA, TZ",2021-11-14,77,90,
